id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price_x,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price_y,price_x2,price_y3,price_x4,price_y5,price_x6,price_y7,price_x8,price_y9,price_x10,price_y11,price_x12,price_y13,price_x14,price_y15
29453607,The Toy Loft,29522076,Ian,,Weston-Pellam Park,43.66934,-79.46067,Entire home/apt,75,1,36,2020-01-06,2.44,1,6,76,75,76,75,75,75,94,94,83,87,83,88,83,83,83
29456588,Big Beautiful Loft By The Beach,220760685,Sonia,,East End-Danforth,43.68146,-79.28683,Entire home/apt,125,14,5,2019-12-15,0.35,1,311,125,128,129,150,150,150,150,150,130,132,110,70,120,130,115
179578,Furnished 1+1 bed Condo Apartment,545074,Sohail,,Woburn,43.78076,-79.24788,Entire home/apt,80,2,0,,,2,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
29461000,"Prime Location Loft in Downtown I
Queen/King WestI",209666129,Natalija,,Waterfront Communities-The Island,43.64764,-79.39611,Entire home/apt,99,1,123,2020-01-02,8.44,2,132,99,99,99,98,99,99,128,147,132,139,124,90,90,90,92
273304,In the heart of Toronto downtown!,1409872,Ravish,,Church-Yonge Corridor,43.6605,-79.38057,Private room,173,2,0,,,1,0,176,184,186,187,178,180,176,176,175,177,170,169,170,168,167
29462697,Comfy bed in our sunlit living room,152088065,Gennadi,,Malvern,43.80397,-79.22727,Shared room,19,28,9,2019-07-31,0.62,61,360,20,19,20,20,20,20,14,14,14,14,14,14,14,14,14
325432,"Great 'hood, no car needed, 3.5br",1664812,Mark,,High Park North,43.66205,-79.4561,Entire home/apt,259,5,0,,,1,0,260,260,261,260,260,260,260,260,260,260,260,260,260,260,260
29480423,Toronto Luxury Versace Loft 10 mins from CN Tower,165119045,Yinka,,Mimico (includes Humber Bay Shores),43.62397,-79.48754,Entire home/apt,150,1,74,2020-01-02,5.81,1,328,150,151,150,150,150,150,150,139,143,152,126,128,146,169,149
29480643,Modern & Clean 1 Bed Quiet Greektown - Entire Unit,222036210,Kyle,,Danforth East York,43.68619,-79.3394,Entire home/apt,130,2,23,2019-12-18,1.65,1,180,130,130,130,129,130,131,70,70,70,70,70,70,70,70,70
29490606,Private One Bedroom Suite - steps to subway,113022490,Shawn,,Danforth,43.6856,-79.31427,Entire home/apt,77,1,46,2020-01-05,4.86,1,220,76,76,76,76,76,76,62,65,72,72,72,65,64,64,64
29494404,Cozy place in heart of leslieville,4061364,Kaye,,Greenwood-Coxwell,43.67085,-79.32023,Private room,32,2,36,2019-05-27,2.51,1,0,32,32,32,32,32,33,45,45,45,45,45,45,45,45,45
29506181,1 bed Modern Apartment in Downtown Toronto,222200308,Jennifer,,Waterfront Communities-The Island,43.64463,-79.40095,Entire home/apt,119,2,26,2020-01-01,1.81,1,5,121,120,120,119,121,120,175,175,175,175,169,120,120,120,120
29507202,Entire 3 Bedrooms Condo @Yonge-Finch intersect,222206035,Bez,,Willowdale West,43.77748,-79.41556,Private room,150,1,7,2019-03-02,0.48,1,0,150,151,150,149,150,151,180,180,180,180,180,180,180,180,180
361831,Townhome/Condo at The Mona Lisa,1828773,Silvana,,Willowdale East,43.77873,-79.41245,Private room,140,7,0,,,1,365,141,139,140,141,139,140,140,140,140,140,140,140,140,140,140
29509825,Trendy Queen West loft for 6,105269100,Shalini,,Trinity-Bellwoods,43.64595,-79.41367,Entire home/apt,150,1,11,2019-12-17,0.79,7,59,150,151,149,150,150,150,125,110,105,98,108,102,128,135,150
29512805,Cozy one Bedroom + Den Secondary Unit,222245477,Reza,,Bayview Woods-Steeles,43.79895,-79.37666,Entire home/apt,80,2,55,2020-01-03,4.08,1,73,80,80,80,80,80,80,70,62,76,53,60,70,65,55,60
29514326,❤  Downtown Toronto 3 Bedroom on Queen Street W❤,785826,Arlene,,Bay Street Corridor,43.64942,-79.3862,Entire home/apt,198,3,17,2019-12-03,1.33,34,26,199,199,199,199,199,199,150,150,150,150,150,150,150,150,150
493281,Prestigious Wychwood Park Studio CA,2432916,Denise,,Wychwood,43.67775,-79.42171,Private room,75,3,0,,,1,5,76,75,76,75,75,75,65,65,65,65,65,65,65,65,65
613695,House in Little Italy,2741309,Sean,,Palmerston-Little Italy,43.65958,-79.41257,Entire home/apt,75,1,0,,,1,0,76,75,76,75,75,74,75,75,75,75,75,75,75,75,75
624190,Danforth/Greek Town  appartment,3096162,Brigitt,,Broadview North,43.69032,-79.35236,Entire home/apt,450,1,0,,,1,0,449,450,450,450,450,450,450,450,450,450,450,450,450,450,450
29518654,"Culture Lovers Hideaway in Little Italy,  private",3566553,Pamela,,Palmerston-Little Italy,43.6601,-79.41742,Entire home/apt,93,2,6,2020-01-05,6,1,39,94,94,94,94,94,94,65,66,67,70,65,69,65,65,65
29520342,Classy & Lux Downtown 2 bedrm+ den condo,58109629,Jo,,Waterfront Communities-The Island,43.63913,-79.39828,Entire home/apt,280,2,43,2019-12-08,2.95,7,350,280,280,280,280,280,280,174,172,178,164,149,115,208,280,280
29522689,"Modern, Clean, Cozy condo in Downtown Toronto 1",71842784,Kallii,,Moss Park,43.65186,-79.36606,Entire home/apt,143,1,111,2019-12-06,7.73,2,176,143,144,143,143,143,143,83,85,59,45,60,45,45,46,45
29535698,Central Location Downtown Toronto,222401447,Anna Astrid,,Church-Yonge Corridor,43.65917,-79.37741,Private room,100,1,3,2019-01-02,0.23,1,0,99,99,100,100,101,100,49,49,49,49,49,49,49,49,49
627217,parking space only,3057451,Jessica,,Weston-Pellam Park,43.67368,-79.46032,Shared room,100,1,0,,,1,0,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100
29540251,Fantastic Home close to Downtown,23261726,Corbin,,Trinity-Bellwoods,43.64683,-79.40646,Entire home/apt,294,3,8,2019-03-26,0.63,1,0,296,295,295,295,295,294,225,225,225,225,225,225,225,225,225
29542275,Modern Basement - 2 Mins  from Lake Ontario (♥),37950294,Charith,,South Parkdale,43.63565,-79.43547,Entire home/apt,90,1,67,2020-01-03,4.74,5,178,89,88,90,89,88,88,101,106,67,47,49,50,61,59,65
669162,SPECTACULAR VIEW DWNTOWN TORONTO.,2942180,Jerry,,North St.James Town,43.66675,-79.37549,Entire home/apt,224,7,0,,,1,358,225,225,226,225,225,224,225,225,225,225,225,225,225,225,225
29548567,Luxurious Condo Near CN Tower with FREE Parking,217925839,Emmy,,Waterfront Communities-The Island,43.63967,-79.39667,Entire home/apt,135,1,82,2019-12-22,5.63,2,54,135,135,134,135,135,135,192,175,139,120,113,120,129,135,118
762472,Amazing Loft for rent downtown T.O.,4019741,Peter,,Waterfront Communities-The Island,43.65018,-79.36801,Entire home/apt,139,6,0,,,1,0,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
827774,Beautiful House in Central Toronto,4340437,Ted,,Danforth,43.68141,-79.3353,Private room,86,1,0,,,1,0,85,86,85,84,84,85,85,85,85,85,85,85,85,85,85
842016,"Beautiful, Bright, Fully Furnished ",1930866,Drea,,Casa Loma,43.68536,-79.40745,Shared room,67,7,0,,,1,0,68,68,67,67,67,67,76,76,76,76,76,76,76,76,76
1152834,Cosy Rooms Toronto Bluffs Private,6318013,Sean,,Scarborough Village,43.73293,-79.22099,Private room,77,3,0,,,1,362,78,81,82,83,79,80,78,78,77,78,75,75,75,75,74
1260644,Large Victorian Home: Cabagetown,6865871,Matthew,,Moss Park,43.65733,-79.3701,Entire home/apt,300,1,0,,,1,0,300,300,300,299,300,300,300,300,300,300,300,300,300,300,300
1687406,Gorgeous 1bdrm in trendy King West,2708114,Evan,,Waterfront Communities-The Island,43.64356,-79.40076,Entire home/apt,200,5,0,,,1,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
1750120,"Sunny house, friendly neighbourhood",4162773,Heather,,Dovercourt-Wallace Emerson-Junction,43.66463,-79.43215,Entire home/apt,100,30,0,,,1,0,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100
1759486,One Bdrm Condo...Kipling Subway,1553458,Jay,,Islington-City Centre West,43.63871,-79.5378,Entire home/apt,99,28,0,,,2,182,99,99,99,98,99,99,99,99,99,99,99,99,99,99,99
1830535,"Modern, bright 1 bdrm on King W near Bellwoods!",8517502,Robyn,,Niagara,43.6404,-79.41526,Entire home/apt,110,150,0,,,1,362,110,110,111,110,110,110,110,110,110,110,110,110,110,110,110
29592493,Beach and Queen Private Apartment,222759132,Petra,,The Beaches,43.67082,-79.29385,Entire home/apt,77,2,105,2019-11-20,7.24,1,138,76,76,76,76,76,76,120,79,79,79,79,79,79,79,79
29593171,Royal Corner Suite ★,215280503,Rosa,,Waterfront Communities-The Island,43.63933,-79.3966,Entire home/apt,298,1,50,2019-12-09,3.71,1,180,300,300,298,299,299,299,161,142,127,306,320,328,328,328,328
2165577,Lovely apt with courtyard view,7341708,Vitaly,,Waterfront Communities-The Island,43.63997,-79.39551,Entire home/apt,170,7,0,,,1,0,170,170,169,170,170,171,179,179,179,179,179,179,179,179,179
29605918,☆☆☆☆☆ Luxurious Executive Basement Room ☆☆☆☆☆,11206244,Superhost,,Wexford/Maryvale,43.7388,-79.30402,Private room,99,4,0,,,26,365,99,99,99,98,99,99,120,120,120,120,120,120,120,120,120
2298592,Cozy attic room in shared house,2441074,Sarah,,Palmerston-Little Italy,43.65987,-79.40974,Private room,40,3,0,,,1,0,40,40,41,39,40,41,40,40,40,40,40,40,40,40,40
29607703,EXECUTIVE LAKE VIEW CONDO,92826071,Fest,,Mimico (includes Humber Bay Shores),43.62287,-79.47946,Entire home/apt,150,1,24,2019-01-29,1.69,1,0,121,120,120,119,121,120,200,200,200,200,200,120,200,200,200
29608429,leduc Drive,222868177,Dharmendar,,Rexdale-Kipling,43.71841,-79.55883,Entire home/apt,99,1,7,2019-06-23,0.5,1,365,99,99,100,99,99,99,79,79,79,79,79,79,79,79,79
2333145,Toronto Waterfront Luxury Suite,11917344,Maria,,Waterfront Communities-The Island,43.63702,-79.38138,Entire home/apt,125,180,0,,,1,364,125,126,125,125,125,125,125,125,125,125,125,125,125,125,125
29611270,Babu’s place,135581185,Babu,,Eglinton East,43.74241,-79.24381,Private room,51,1,0,,,1,126,50,50,50,51,50,50,31,31,31,31,31,31,31,31,31
29611539,"Toronto CN Tower, 5 Star Condo,1Br Amazing view",216906998,Mike,,Waterfront Communities-The Island,43.64441,-79.3904,Entire home/apt,389,5,0,,,2,0,388,389,389,389,389,389,147,147,147,147,147,147,149,149,149
29613234,SPECTACULAR DOWNTOWN CONDO  W/ STUNNING CITY VIEWS,8278123,Noura,,Niagara,43.63762,-79.40541,Entire home/apt,200,1,151,2020-01-05,10.81,1,351,200,200,200,200,200,200,209,181,151,214,214,214,214,214,214
29614502,"SoHo Suites , very tasteful and beautiful rooms",67668499,Sherry,,Hillcrest Village,43.80448,-79.36839,Private room,599,4,0,,,2,83,600,601,600,600,600,599,110,110,110,110,110,110,110,110,110
2424754,Dufferin Grove Home,12391900,Joe,,Dufferin Grove,43.65502,-79.43573,Entire home/apt,86,365,0,,,1,0,85,86,85,84,84,85,85,85,85,85,85,85,85,85,85
29627725,Four Bed Room Luxurious House Close to UofT.,207168510,Sami,,Malvern,43.79524,-79.22214,Entire home/apt,298,2,3,2019-05-19,0.22,1,0,300,300,299,299,299,298,149,149,149,149,149,149,149,149,149
29629090,Executive Luxury Condo in the Sky | Union Station,37514178,TO Stays,,Waterfront Communities-The Island,43.64085,-79.38362,Entire home/apt,119,28,2,2019-02-16,0.16,13,365,121,120,120,119,121,120,150,120,120,120,120,120,120,120,120
2564746,Basement room separate entrance,13130261,John,,High Park-Swansea,43.64377,-79.4513,Private room,49,7,0,,,1,358,49,48,49,49,50,49,49,49,49,49,49,49,49,49,49
2607519,Private Room in 2 bedroom Apartment,13352980,Alan,,North St.James Town,43.66991,-79.37772,Private room,45,1,0,,,1,0,45,46,45,45,46,45,45,45,45,45,45,45,45,45,45
29634849,Central Studio Close to Everything,203995284,Ahmad,,Kensington-Chinatown,43.65458,-79.39271,Entire home/apt,200,1,1,2019-06-22,0.15,1,90,200,200,200,200,200,200,164,164,135,135,135,135,135,135,135
29650369,Eclectic Junction Suite,258360,Tracy,,Junction Area,43.66918,-79.46483,Entire home/apt,96,2,32,2019-12-20,2.22,2,81,80,77,78,77,76,78,99,69,63,63,63,63,62,55,62
29651831,Kensington flat,9702660,Catherine,,Kensington-Chinatown,43.65613,-79.40485,Private room,250,30,0,,,1,89,251,250,249,250,251,250,150,150,150,150,150,150,150,150,150
2684891,Center of Downtown Toronto,1664538,John,,Moss Park,43.65814,-79.3693,Entire home/apt,125,30,0,,,3,297,125,124,125,124,125,125,124,124,124,124,124,124,124,124,124
2939447,Comfy downtown private apartment.,15008341,Corey,,Church-Yonge Corridor,43.66471,-79.38095,Entire home/apt,475,1,0,,,1,0,475,475,475,475,474,475,475,475,475,475,475,475,475,475,475
29660304,Entire Guest Unit | 1 Bedroom | Private Entry,8373692,Ash,,Oakridge,43.69524,-79.27691,Entire home/apt,119,1,44,2019-12-10,3.15,2,81,121,120,120,119,121,120,64,79,78,79,65,69,67,62,86
29660419,DWTN Hotel Style Apt up to 4 people,217825013,Irina,,Annex,43.67173,-79.40205,Entire home/apt,99,1,94,2019-12-22,6.68,3,362,99,99,99,98,99,99,111,77,72,56,111,111,111,111,111
29660881,Concrete Jungle - Full Condo,208253452,Randi,,Niagara,43.63677,-79.4054,Entire home/apt,200,2,20,2020-01-01,1.41,2,0,200,200,200,200,200,200,200,200,250,250,250,250,250,250,233
29661201,BEST Bay Street Condo FREE Parking FREE Breakfast,55442,Furnished Condo Toronto,,Bay Street Corridor,43.66274,-79.38571,Entire home/apt,322,1,1,2019-08-12,0.2,7,355,329,342,347,346,346,347,217,188,188,187,218,228,188,188,179
2947976,Artsy full-on apartment (1 BR)    ,15049277,Michael,,Dovercourt-Wallace Emerson-Junction,43.66554,-79.45624,Entire home/apt,79,3,0,,,1,0,80,79,78,79,79,79,79,79,79,79,79,79,79,79,79
3105895,testing home sharing Cypher,4634401,Tianyi,,Agincourt North,43.81228,-79.28721,Shared room,40,1,0,,,1,0,40,40,41,39,40,41,40,40,40,40,40,40,40,40,40
3109354,Summer in Downtown Toronto! ,7660935,Tiphaine,,Dufferin Grove,43.6505,-79.44024,Private room,65,1,0,,,1,0,65,65,64,65,66,65,65,65,65,65,65,65,65,65,65
3257102,1+Den Luxury 47th Floor Lake View,10989200,Amanda,,Waterfront Communities-The Island,43.63908,-79.39355,Entire home/apt,99,3,0,,,1,0,99,99,99,98,99,99,102,102,102,102,102,102,102,102,102
29681811,Adorable 1 Bedroom with Fireplace in the East End,222707939,Michel,,Greenwood-Coxwell,43.6797,-79.32739,Entire home/apt,119,2,3,2019-01-01,0.22,1,0,121,120,120,120,119,119,104,104,104,104,121,121,133,169,181
29683802,"Luxury Condo Million $$ View CNTower,MTCC, Scotia",216906998,Mike,,Waterfront Communities-The Island,43.64324,-79.38826,Entire home/apt,378,3,11,2019-09-23,0.78,2,148,378,378,378,378,378,378,149,149,149,149,149,149,159,159,159
3303891,Jarvis and Maitland ,16687120,Brenda,,Cabbagetown-South St.James Town,43.66576,-79.37761,Entire home/apt,350,1,0,,,1,0,350,349,350,350,350,349,350,350,350,350,350,350,350,350,350
3391850,Hip & Cozy Studio Apartment,506958,Kathy,,Dovercourt-Wallace Emerson-Junction,43.65844,-79.4462,Entire home/apt,175,1,0,,,1,0,175,175,175,174,176,175,175,175,175,175,175,175,175,175,175
29704947,Magnificient View next CN Tower/Rogers/Union/MTCC,223534055,Tab,,Waterfront Communities-The Island,43.644,-79.3814,Entire home/apt,149,1,71,2019-12-23,5.21,1,115,148,149,148,149,149,149,63,76,67,78,76,84,69,71,71
3402103,Warm Sun-Filled home: Leslieville,16876776,Monica & Gilles,,South Riverdale,43.66383,-79.33772,Entire home/apt,224,5,0,,,1,0,225,225,226,225,225,225,225,225,225,225,225,225,225,225,225
3405698,penthouse in Liberty Village,17176558,Monica,,Niagara,43.64046,-79.42122,Entire home/apt,150,240,0,,,1,364,150,151,150,150,150,150,150,150,150,150,150,150,150,150,150
29733237,Townhouse Style Condo in Toronto,1923907,Sami,,Clairlea-Birchmount,43.72464,-79.30258,Entire home/apt,119,1,14,2019-05-06,1.01,1,0,121,120,121,120,119,119,90,90,90,90,90,90,90,90,90
29735514,Amazing Views -Luxury Condo in Downtown Toronto,222727840,Anna,,Waterfront Communities-The Island,43.63935,-79.39549,Entire home/apt,119,2,2,2019-04-01,0.16,1,0,121,120,121,120,119,119,77,77,77,77,90,90,91,98,106
3434451,Yorkville/Annex- Cozy 1 Bedroom!!!!,1700487,Andreea,,Annex,43.67404,-79.40205,Entire home/apt,100,2,0,,,1,0,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100
29736021,Spacious 3BD Penthouse Condo w/ view in Midtown,188684555,Mary-Am,,Mount Pleasant West,43.70757,-79.3968,Entire home/apt,249,30,0,,,16,84,249,249,248,249,250,250,249,249,249,249,139,139,139,249,249
29736625,Modern 1 Bedroom Suite - Downtown Core,22773087,Cal & Ali,,Waterfront Communities-The Island,43.6486,-79.39377,Entire home/apt,119,2,53,2020-01-04,3.71,7,152,121,120,99,79,79,99,109,138,100,85,88,84,72,95,79
3477991,Trendy Toronto Townhouse !,17518117,Diane,,Yonge-St.Clair,43.69263,-79.39662,Entire home/apt,1000,7,0,,,1,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
29754991,Private Room with Newly Renovated Bathroom,203798747,Angela,,St.Andrew-Windfields,43.75283,-79.36774,Private room,130,3,1,2019-08-24,0.22,2,34,130,130,130,129,130,130,95,95,95,95,95,95,95,95,95
3520729,Great condo at Yonge and Sheppard,12553512,Maureen,,Willowdale East,43.76692,-79.40993,Private room,96,1,0,,,1,0,95,97,97,96,96,96,96,96,96,96,96,96,96,96,96
3520988,AMAZING ARTSY LOFT,17729844,Terra,,Little Portugal,43.6513,-79.43486,Entire home/apt,136,1,0,,,1,0,137,135,136,136,135,135,136,136,136,136,136,136,136,136,136
3544358,Bungalow in Rockwood Smythe,17740308,Shannon,,Rockcliffe-Smythe,43.67476,-79.50203,Entire home/apt,150,1,0,,,1,0,150,151,150,150,150,150,150,150,150,150,150,150,150,150,150
29763407,"Whole Apartment beside subway, 10min to downtown.",38662649,Ray,,Forest Hill South,43.68391,-79.41852,Entire home/apt,135,3,5,2019-08-04,0.4,1,0,125,126,126,125,105,104,125,105,105,95,97,99,105,105,105
29764452,"Prime Queen St. West, Walk to all of Toronto",36831339,Laura,,Kensington-Chinatown,43.64879,-79.40125,Entire home/apt,84,1,85,2019-11-30,6.54,1,180,84,84,84,84,84,84,90,93,93,83,70,62,63,63,82
3636994,Pan Am Games 3 Bedroom  w/parking,18343012,Jason,,Guildwood,43.74495,-79.20047,Entire home/apt,250,6,0,,,1,0,251,250,249,250,251,250,250,250,250,250,250,250,250,250,250
29771249,"Cozy space, luxury,Wifi,Netflix, 1Min to HighWay",223989395,Aashwin,,Stonegate-Queensway,43.62858,-79.49545,Entire home/apt,69,1,41,2019-11-24,2.91,1,365,69,79,79,79,79,79,79,79,79,79,79,79,79,79,85
29772557,"New Revamped Designer Suite, Ten Minutes to Downtown Toronto",223997979,April,,Old East York,43.69476,-79.34017,Entire home/apt,285,1,19,2019-12-31,1.57,4,89,285,284,284,285,285,286,308,302,296,296,260,254,230,230,230
3711878,"交通方便,价格合理",18940949,Truman,,L'Amoreaux,43.79566,-79.31188,Private room,90,1,0,,,1,365,90,90,89,90,90,90,90,90,90,90,90,90,90,90,90
29777664,"TORONTO MANSION [6 Bdrms, 3.5 Bath] ✔AAA Location✔",56118558,Sean,,Lansing-Westgate,43.74106,-79.43038,Entire home/apt,205,2,38,2019-12-18,2.69,12,213,205,204,205,205,205,205,342,342,263,263,294,242,278,309,328
3801348,TIFF Goer!Quiet Room on Bloor Sbwy,2299156,Megan,,Lambton Baby Point,43.65244,-79.48634,Private room,95,1,0,,,1,0,95,95,95,96,95,95,95,95,95,95,95,95,95,95,95
29780923,Downtown Room in Victorian Heritage House,93441981,Shehzad,,Cabbagetown-South St.James Town,43.66501,-79.37198,Private room,39,1,5,2018-12-24,0.35,2,65,38,39,39,39,39,39,45,65,65,65,65,65,65,65,65
29782814,2 Bedroom basement apt with separate entrance,97840735,Rana,,Morningside,43.77135,-79.21726,Entire home/apt,80,2,29,2019-12-22,2.13,1,18,80,80,80,80,81,80,65,69,70,69,65,67,65,66,65
29784122,Little Italy - 1 bedroom apartment,83632797,Sharon,,Palmerston-Little Italy,43.65613,-79.42551,Entire home/apt,56,3,15,2019-12-27,1.1,2,28,56,57,56,56,56,56,73,70,65,55,57,57,58,55,60
29791759,Your home away from home.,3977712,Colleen,,Trinity-Bellwoods,43.65192,-79.40832,Entire home/apt,150,2,0,,,1,0,150,151,150,149,150,151,100,100,100,100,100,100,100,100,100
3812754,Minute Walk to Skydome!,16265990,Brandon & Rebecca,,Waterfront Communities-The Island,43.64351,-79.38853,Entire home/apt,140,2,0,,,1,0,141,139,140,141,139,139,140,140,140,140,140,140,140,140,140
29820999,Spacious Private One Room With  2-Bed,50551745,Helen,,East End-Danforth,43.68883,-79.29675,Private room,60,1,8,2019-08-29,0.59,3,358,60,59,60,60,60,60,75,75,75,75,75,45,45,45,45
29827342,"Chic 1 bedroom, Steps to Subway",9817479,Jordan,,Dovercourt-Wallace Emerson-Junction,43.6585,-79.44851,Entire home/apt,88,1,34,2019-12-20,2.4,4,0,87,88,88,89,89,88,75,75,75,75,81,75,75,75,75
3833243,Ideal Downtown Location for TIFF,7401197,Julie,,Rosedale-Moore Park,43.67653,-79.37657,Private room,130,1,0,,,1,0,133,138,140,141,134,135,132,132,131,133,128,127,128,127,126
3833689,Private Room Downtown for TIFF,846912,Michael,,Roncesvalles,43.64551,-79.44119,Private room,75,1,0,,,1,0,76,75,76,75,75,74,75,75,75,75,75,75,75,75,75
29831810,SimplyComfort. Stylish Condo in Heart of City,10202618,Simply Comfort,,Waterfront Communities-The Island,43.64198,-79.38115,Entire home/apt,499,1,15,2019-12-01,1.06,127,353,498,498,499,79,79,79,161,151,89,138,141,116,96,116,106
3851368,TIFF - Yorkville - Spotless 1 BDRM,19859749,Risa,,Annex,43.67048,-79.39774,Entire home/apt,100,1,0,,,1,0,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100
3867653,Condo,18324268,Yao,,Willowdale East,43.76842,-79.41077,Shared room,259,1,0,,,1,0,265,276,280,281,268,271,265,263,263,266,255,255,255,253,251
29853810,Bedroom in Spacious Cabbagetown House,14168620,Ryan,,Cabbagetown-South St.James Town,43.66389,-79.3721,Private room,82,6,2,2019-09-26,0.25,1,90,82,81,83,82,82,82,68,68,68,68,68,68,68,68,68
29853883,Ricky's  Apartment,83329843,Anwar,,Junction Area,43.66871,-79.48086,Entire home/apt,86,2,1,2019-01-03,0.08,3,250,85,86,85,84,84,86,85,69,69,69,69,69,69,69,69
29854479,"★Modern 1 BR, FREE parking & WIFI, ❤️of Toronto★",11975614,Peter,,Church-Yonge Corridor,43.66131,-79.38056,Entire home/apt,149,2,59,2019-12-22,4.29,1,154,148,149,149,149,149,149,156,162,191,162,162,162,162,162,162
29858908,Cozy and comfortable Private Room in Toronto East,962835,Nam,,South Riverdale,43.66471,-79.33437,Private room,39,1,43,2020-01-04,3.05,10,355,38,39,39,39,39,39,40,43,32,32,29,39,31,32,39
3868685,3 Bedroom Apartment ,19975766,Jaclyn,,Bay Street Corridor,43.65383,-79.38594,Entire home/apt,109,1,0,,,1,0,109,109,109,110,109,110,120,120,120,120,120,120,120,120,120
3894931,2 private rooms for TIFF VISITORS,6858703,D,,Wychwood,43.67911,-79.43232,Private room,80,1,0,,,1,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
29861027,Private & Modern room in Leslieville Toronto,962835,Nam,,South Riverdale,43.66474,-79.33489,Private room,39,1,44,2020-01-04,3.13,10,334,38,39,39,39,39,39,40,43,32,39,39,39,39,39,39
29861260,Clean & Modern Room in Toronto East,962835,Nam,,South Riverdale,43.66469,-79.33343,Private room,39,1,42,2019-11-17,2.97,10,362,38,39,39,39,39,39,40,43,37,39,29,39,32,32,31
3929908,Gorgeous Townhouse in Downtown,979386,Kamara,,Moss Park,43.6591,-79.37465,Entire home/apt,150,3,0,,,1,0,150,151,150,150,150,150,150,150,150,150,150,150,150,150,150
29861426,Private & Cozy Attic room in Toronto,962835,Nam,,South Riverdale,43.66505,-79.33298,Private room,39,1,46,2019-10-26,3.27,10,323,38,39,39,39,39,39,40,43,32,39,30,39,32,32,34
29861600,Clean Room for Female Travelers,962835,Nam,,South Riverdale,43.66595,-79.33309,Shared room,29,1,48,2020-01-05,3.47,10,0,29,29,29,30,29,29,28,28,26,29,25,29,29,29,29
29862080,Comfortable Room for Female Travelers,962835,Nam,,South Riverdale,43.66642,-79.3336,Shared room,29,1,30,2019-10-31,2.17,10,365,29,29,29,30,29,29,28,28,26,29,25,29,29,29,27
29862210,Modern Room in Toronto for female travelers,962835,Nam,,South Riverdale,43.6642,-79.33448,Shared room,29,1,40,2020-01-05,2.91,10,357,29,29,29,30,29,29,28,28,26,29,25,29,29,29,27
29862325,Comfortable stay in Toronto for male guests,962835,Nam,,South Riverdale,43.66421,-79.33308,Shared room,29,1,32,2019-11-26,2.27,10,337,29,29,29,30,29,29,28,29,26,29,25,29,29,29,27
29862424,Great room for male travelers in Toronto,962835,Nam,,South Riverdale,43.6649,-79.33331,Shared room,29,1,29,2020-01-01,2.08,10,331,29,29,29,30,29,29,28,29,26,29,25,29,29,29,27
29862484,Clean room for Male Travelers in Toronto,962835,Nam,,South Riverdale,43.66448,-79.33421,Shared room,29,1,22,2020-01-02,1.58,10,359,29,29,29,30,29,29,28,29,26,29,25,29,29,29,29
3945289,1 bedroom apt minutes from downtown,11003161,Vanessa,,Old East York,43.69413,-79.34206,Entire home/apt,115,1,0,,,1,0,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
4003578,Private bedroom suite ,14963497,Jody,,Greenwood-Coxwell,43.68289,-79.32454,Private room,300,1,0,,,2,363,300,300,300,299,300,301,300,300,300,300,300,300,300,300,300
4006634,Perfect Downtown Condo for Holidays,6407213,Dan,,Waterfront Communities-The Island,43.6504,-79.3677,Entire home/apt,100,1,0,,,1,0,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100
4020844,Location is everything!,20845776,Tonia,,Tam O'Shanter-Sullivan,43.78345,-79.2893,Entire home/apt,108,1,0,,,1,0,107,108,108,108,109,108,108,108,108,108,108,108,108,108,108
4022585,Ultramodern Beach Beauty Steps to Lake,20854316,Wafa,,East End-Danforth,43.68006,-79.30291,Entire home/apt,130,4,0,,,1,0,133,138,140,141,134,135,132,132,131,133,128,127,128,127,126
4032579,Hilltop view,20907205,Maria,,Caledonia-Fairbank,43.68653,-79.45812,Private room,200,1,0,,,1,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
29880676,West Side Lodge,6680671,Gisella,,Niagara,43.64182,-79.41164,Private room,51,2,23,2019-12-20,1.69,1,145,50,50,50,51,50,50,85,85,80,75,70,53,75,75,75
29881122,Treehouse,102862446,WillIam,,Newtonbrook East,43.78381,-79.39724,Entire home/apt,270,3,12,2019-08-25,1.24,1,0,270,271,269,271,270,270,425,425,425,425,425,425,425,425,425
29882247,Room Quiet Plush - Little Jamaica,113147806,Tai,,Briar Hill-Belgravia,43.69836,-79.44187,Private room,42,1,34,2019-11-06,2.51,8,57,41,41,40,41,42,41,29,69,69,69,69,69,69,69,69
4128839,Awesome 1BD Downtown with roommates,7824998,Mackenzie,,Regent Park,43.65979,-79.35703,Private room,51,3,0,,,1,0,50,50,50,51,50,50,50,50,50,50,50,50,50,50,50
